test,question_id,question_text,reference_answer,section,topic
posttest2,sectionB_latent_dirichlet_allocation_q10,Which technique is most effective to improve privacy in an LDA-based user profiling system?,B. Apply Differential Privacy or document anonymization,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q11,"The data team applies LDA on the ""Customer Feedback & Call Center Logs"" (unstructured text data) to discover hidden topics in customer complaints. After training a 5-topic LDA model, one topic shows high probability words: delay, rain, traffic, late, flooded. Which of the following is the most accurate interpretation?","B. This topic represents a latent theme about ""Weather-related Delivery Delays"".",Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q12,"When running LDA on tens of thousands of customer reviews, the team notices that increasing the number of topics (K) from 5 to 20 causes the average coherence score to rise initially then drop sharply after K=12. What does this phenomenon indicate?",A. The model is suffering from overfitting when K is too large.,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q13,"The team compares two topics generated by LDA from courier call logs: Topic A: battery, low, recharge, warning, stop (high probability); Topic B: friendly, fast, polite, helpful, smile (high probability). How should the team evaluate these two topics for operational improvement?",B. Topic A should be prioritized because it relates to AEV technical failures that affect service reliability.,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q14,"The engineering team wants to use LDA topic distributions as features for predicting customer satisfaction (1-5 stars). They notice that documents with high proportion in the ""Damaged Package"" topic consistently receive low satisfaction scores. Which statement is correct?","B. The ""Damaged Package"" topic distribution is a strong negative predictor for customer satisfaction.",Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q15,"The current LDA model treats each customer review as a single document. However, delivery feedback contains multiple aspects (courier behavior, package condition, timing, etc.). Propose an improved modeling approach using LDA principles to better capture these multiple aspects.",B. Apply Bi-term LDA or Sentence-level LDA / Aspect-based LDA.,Section B,Latent Dirichlet Allocation
posttest2,sectionB_linear_regression_q1,What is the primary goal of Simple Linear Regression?,B. To model the relationship between one independent variable (X) and one dependent variable (Y) using a straight line.,Section B,Linear Regression
posttest2,sectionB_linear_regression_q2,"In the linear regression equation Y = b0 + b1*X + e, what does b1 represent?",B. The slope of the regression line.,Section B,Linear Regression
posttest2,sectionB_linear_regression_q3,What is the fundamental difference between Simple Linear Regression and Multiple Linear Regression?,B. Simple Linear Regression uses one predictor variable; Multiple Linear Regression uses two or more predictor variables.,Section B,Linear Regression
posttest2,sectionB_linear_regression_q4,Explain the meaning of a coefficient of determination (R2) value of 0.85 in a model.,B. 85% of the variance in the dependent variable (Y) is predictable from the independent variable (X).,Section B,Linear Regression
posttest2,sectionB_linear_regression_q5,"A model predicts house price (Y) based on square footage (X) with the equation Price = 50,000 + 100 * SqFt. If a house is 2,000 SqFt, what is the predicted price?","A. $250,000",Section B,Linear Regression
posttest2,sectionB_linear_regression_q6,Which loss function is most commonly minimized during the training of a standard Linear Regression model using the Ordinary Least Squares (OLS) method?,C. Mean Squared Error (MSE),Section B,Linear Regression
posttest2,sectionB_linear_regression_q7,"When performing residual analysis, if you observe a distinct pattern (e.g., a parabolic shape) in the plot of residuals versus fitted values, what does this indicate about the linear regression model?",B. The assumption of linearity has been violated.,Section B,Linear Regression
posttest2,sectionB_linear_regression_q8,"Why is it crucial to check for multicollinearity in Multiple Linear Regression, and what statistical measure is often used to detect it?","B. Multicollinearity inflates the standard errors of the coefficients, making them unstable; Variance Inflation Factor (VIF) is used.",Section B,Linear Regression
posttest2,sectionB_linear_regression_q9,"Evaluate the trade-off between using a high-degree polynomial regression model (which perfectly fits the training data) versus a simple linear regression model for future prediction. Which model is generally preferred for generalization, and why?","A. The simple linear regression model, because the polynomial model is prone to overfitting and will perform poorly on new, unseen data.",Section B,Linear Regression
posttest2,sectionB_linear_regression_q10,"Propose a hypothetical feature transformation (e.g., squaring, logging) for the independent variable X in a dataset where the relationship between X and Y is initially exponential, and briefly explain why this transformation is necessary for Linear Regression.","A. Transform X to log(X). This is necessary because Linear Regression assumes a linear relationship, and the logarithmic transformation effectively linearizes the initial exponential relationship.",Section B,Linear Regression
posttest2,sectionB_linear_regression_q11,"The Eco-Routing system estimates the Estimated Time of Arrival (ETA, in minutes, Y) based on Distance (km, X) using the Simple Linear Regression model: Y = 3 + 1.8 * X. If an AEV has a distance of 15 km to cover, what is the predicted ETA?",C. 30 minutes,Section B,Linear Regression
posttest2,sectionB_linear_regression_q12,"A Multiple Linear Regression (MLR) model predicts the AEV's Energy Consumption (Y, kWh) based on Motor Temperature (X1) and Average Speed (X2). If the coefficient beta 1 (for Motor Temperature) is 0.05, assuming all other factors remain constant, what is the statistical meaning of this finding?","C. When the Motor Temperature increases by 1°C, the average Energy Consumption is expected to increase by 0.05 kWh.",Section B,Linear Regression
posttest2,sectionB_linear_regression_q13,"Eco-Routing engineers observe that two input variables for the prediction model (Delay Time X1 and Traffic Level X2, both derived from the IoT Sensor Grid) are nearly perfectly correlated (r > 0.95). What severe statistical problem occurs when running Multiple Linear Regression (MLR) with these two variables?","B. Multicollinearity, which causes the regression coefficients (beta) to become unstable and difficult to interpret.",Section B,Linear Regression
posttest2,sectionB_linear_regression_q14,"An MLR model predicting customer satisfaction (Y, scale 1-5) has a very high Coefficient of Determination (R2 = 0.92). However, upon inspecting the Residual Plot, the residual points form a distinct U-shape (parabolic pattern). Which evaluation is correct?","C. The assumption of linearity is violated; the model is missing a non-linear relationship (e.g., quadratic) between the independent and dependent variables, requiring feature transformation.",Section B,Linear Regression
posttest2,sectionB_linear_regression_q15,"Data from the IoT Sensor Grid shows that the relationship between Distance Traveled (X) and Remaining Battery Capacity (Y) is non-linear, where the rate of battery depletion slows down as distance increases (diminishing returns). To enable the use of standard Linear Regression, propose a common transformation for the independent variable X.",C. Transform X to log(X) (Logarithmic transformation for the independent variable).,Section B,Linear Regression
posttest2,sectionB_word_embedding_q1,What is the key advantage of FastText over Word2Vec?,C. It uses subword information (n-grams),Section B,Word Embedding
posttest2,sectionB_word_embedding_q2,Why do static embeddings (e.g. Word2Vec) struggle with polysemy?,C. Each word has only one fixed vector regardless of context,Section B,Word Embedding
posttest2,sectionB_word_embedding_q3,What is the main advantage of contextual embeddings (e.g. BERT) over static embeddings?,D. Word representations change based on sentence context,Section B,Word Embedding
posttest2,sectionB_word_embedding_q4,"In the analogy ""king - man + woman ≈ ?"", what is the expected result?",D. Queen,Section B,Word Embedding
posttest2,sectionB_word_embedding_q5,How can you best evaluate the quality of word embeddings?,D. Using word analogy and similarity tasks,Section B,Word Embedding
posttest2,sectionB_word_embedding_q6,"What type of bias is shown if ""doctor"" is closer to ""man"" and ""nurse"" to ""woman""?",D. Societal/gender stereotype bias from training data,Section B,Word Embedding
posttest2,sectionB_word_embedding_q7,What is a major limitation of GloVe compared to BERT?,A. GloVe produces static embeddings,Section B,Word Embedding
posttest2,sectionB_word_embedding_q8,Why is bias in word embeddings dangerous in real applications?,C. It can lead to unfair or discriminatory decisions in downstream tasks,Section B,Word Embedding
posttest2,sectionB_word_embedding_q9,Which method is most effective for reducing bias in word embeddings?,D. Use debiasing techniques or balanced training data,Section B,Word Embedding
posttest2,sectionB_word_embedding_q10,Which approach is best for creating good word embeddings for Vietnamese?,D. Train on large Vietnamese corpus with subword handling and diacritic support,Section B,Word Embedding
posttest2,sectionB_word_embedding_q11,"The team trains Word Embeddings on the customer feedback corpus. The vector for ""delay"" is very close to the vectors of ""late"", ""traffic"", and ""rainy"". What does this closeness indicate?",A. These words appear in the same sentences frequently and share similar semantic context.,Section B,Word Embedding
posttest2,sectionB_word_embedding_q12,"When using pre-trained Word Embeddings (e.g., Word2Vec or GloVe) trained on general English data versus embeddings trained specifically on the logistics customer review corpus, which one is generally better for understanding domain-specific terms like ""satellite depot"", ""last-mile"", ""AEV"", and ""gig-shipper""?",B. Domain-specific embeddings trained on the company's own corpus.,Section B,Word Embedding
posttest2,sectionB_word_embedding_q13,"The team observes that in the trained embedding space: vector(""courier"") - vector(""human"") + vector(""AEV"") is close to vector(""autonomous""). What capability of Word Embedding does this example demonstrate?",A. Word Analogy / Semantic Reasoning,Section B,Word Embedding
posttest2,sectionB_word_embedding_q14,"The team wants to use Word Embeddings to automatically detect negative courier behavior from call transcripts. They average all word vectors in a review to get a document vector, then train a classifier. What is a major limitation of this approach?",A. It completely ignores word order and context.,Section B,Word Embedding
posttest2,sectionB_word_embedding_q15,"To better capture contextual meaning in customer complaints (e.g., the word ""slow"" can mean slow delivery or slow response depending on context), which advanced embedding technique should the team adopt instead of static Word2Vec/GloVe?",B. Contextual embeddings such as BERT or RoBERTa (contextualized word representations),Section B,Word Embedding
