subject_code,subject_name,credits,outline_link,outline,level_id
CI5211,Công trình thủy nâng cao - Advanced Hydraulic Structures,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085421&manganh=8580201,,CH
CI5215,Tính toán hiệu chỉnh dữ liệu - Data Adjustment Computations,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085424&manganh=8580201,"{'knowledge': 'Sinh viên sẽ nắm vững nguyên tắc bình phương cực tiểu và cách áp dụng chúng trong xử lý dữ liệu địa tin học. Các kiến thức bao gồm hiệu chỉnh trị đo, phát hiện số liệu đột biến, làm khớp đường và bề mặt, nắn chuyển tọa độ 2 chiều và 3 chiều. Ngoài ra, sinh viên sẽ được trang bị kiến thức về bài toán hồi quy đa biến, phân tích kết quả, kiểm tra độ thích hợp của mô hình và các phương pháp tối ưu hóa tính toán.', 'skills': 'Sinh viên sẽ có khả năng áp dụng nguyên tắc bình phương cực tiểu để xử lý dữ liệu địa tin học, thực hiện hiệu chỉnh trị đo và phát hiện số liệu đột biến. Các kỹ năng thực hành bao gồm làm khớp đường và bề mặt, nắn chuyển đổi tọa độ 2 chiều và 3 chiều, cũng như giải quyết các bài toán hồi quy đa biến. Sinh viên cũng sẽ phát triển kỹ năng sử dụng phần mềm MATLAB trong các bài thực hành và bài tập lớn.', 'attitude': 'Không có thông tin', 'textbooks': ['Ghilani C.D., 2018. Adjustment computation, 6th ed.. Wiley, New Jersey.', 'Mikhail E.M. and Ackermann F., 1976. Observations and Least squares. Haper & Row, New York.', 'Teunissen P.J.G., 2003. Adjustment theory. VSSD, Delft.', 'Rencher A.C., 2002. Methods of Multivariate Analysis, 2nd ed.. Wiley-Interscience, USA.'], 'brief_summary': 'Môn học Tính toán Hiệu chỉnh Dữ liệu (CI5215) trang bị cho người học khả năng hiểu biết và áp dụng nguyên tắc bình phương cực tiểu trong xử lý dữ liệu địa tin học. Nội dung chính bao gồm các phương pháp hiệu chỉnh trị đo, làm khớp đường/bề mặt, nắn chuyển tọa độ và giải quyết bài toán hồi quy đa biến.'}",CH
CI5219,Ứng dụng GIS trong kinh tế - xã hội - Socio-economic Applications of GIS,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085426&manganh=8580201,"{'knowledge': ""Sinh viên sẽ có kiến thức về phương pháp thể hiện và xây dựng bản đồ kinh tế xã hội, các phương pháp xác lập phân khúc thị trường địa lý, cũng như một số phương pháp phân tích thống kê không gian và hồi quy không gian. Nội dung bao gồm tổng quan về GIS và ứng dụng, ôn tập về xác suất và các phân bố (Binomial, Poisson, chuẩn), thống kê mô tả, suy luận và thống kê mô tả theo không gian, kỹ thuật mã địa hóa, thành lập các bản đồ chỉ số, phân tích kiểu mẫu không gian (như chỉ số lân cận gần nhất, Ripley' K), tự tương quan không gian (toàn cục, cục bộ), và các phương pháp hồi quy (đơn biến, đa biến, trọng số không gian)."", 'skills': 'Sinh viên sẽ có khả năng sử dụng phần mềm GIS để giải quyết một số bài toán kinh tế - xã hội, bao gồm việc thành lập các dạng bản đồ kinh tế xã hội, phân tích vùng thương mại trên nền GIS, và ứng dụng thống kê không gian.', 'attitude': 'Không có thông tin', 'textbooks': ['Trần Trọng Đức, Giáo trình “GIS CĂN BẢN”, Nhà xuất Bản Đại Học Quốc Gia TP HCM, 2010.', 'David Martin, GIS: Socio-economic applications, CRC Press 2004.', 'J Chapman McGrew et al., An Introduction to Statistical Problem solving in Geography, Wm C. rown Publishers, 1993.', 'Schabenberger, O. and Gotway, C. A., Statistical Methods for Spatial Data Analysis. Chapman & Hall/CRC Press, 2005.', 'Michael Law and Amy Collins, Getting to know ArcGIS Desktop, Fifth Edition, ESRI Press, 2018.'], 'brief_summary': 'Môn học giới thiệu các phương pháp GIS áp dụng cho phân tích dữ liệu kinh tế xã hội và thị trường. Các chủ đề chính bao gồm phân tích và thành lập bản đồ thể hiện các hiện tượng kinh tế xã hội, xác lập phân khúc thị trường địa lý và phân tích các kiểu mẫu không gian. Trọng tâm thực nghiệm là ứng dụng phần mềm GIS để giải quyết các bài toán kinh tế - xã hội.'}",CH
CI5235,Quản lý vùng ven biển - Coastal Zone Management,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085436&manganh=8580201,"{'knowledge': 'Người học sẽ được trang bị kiến thức tổng quan về vùng ven biển và các hệ sinh thái của nó, bao gồm hệ sinh thái cửa sông, vùng triều, rừng ngập mặn, thảm cỏ biển và rạn san hô. Môn học giới thiệu các quan điểm, vấn đề cơ bản của quản lý vùng ven biển, các rủi ro, tác hại, nguy cơ tổn thương, cũng như các khía cạnh môi trường và quá trình vật lý (sóng, dòng chảy, địa hình, địa chất) tại đây. Ngoài ra, sinh viên sẽ tìm hiểu về tác động của con người (đô thị hóa, nông nghiệp, du lịch, nuôi trồng thủy hải sản) đến môi trường và các giải pháp kỹ thuật bảo vệ, quản lý phát triển bền vững vùng ven biển, bao gồm lập kế hoạch, các công trình bảo vệ bờ biển, mô hình hình thái, thể chế, phòng chống/giảm nhẹ thiên tai và bảo tồn đa dạng sinh học, cũng như tình hình quản lý vùng ven biển Việt Nam.', 'skills': 'Sau khi học môn học, người học sẽ có khả năng phân tích các vấn đề, rủi ro và tác động của con người lên môi trường vùng ven biển. Sinh viên sẽ được trang bị kỹ năng đề xuất và áp dụng các giải pháp kỹ thuật bảo vệ, lập kế hoạch và thực hiện các biện pháp quản lý và phát triển bền vững vùng ven biển, bao gồm các công trình bảo vệ bờ và các bước quản lý nhằm phòng chống, giảm nhẹ thiên tai và bảo tồn đa dạng sinh học.', 'attitude': 'Môn học giúp người học nâng cao ý thức về tầm quan trọng của việc bảo vệ môi trường và hệ sinh thái vùng ven biển. Phát triển tinh thần trách nhiệm đối với công tác quản lý và phát triển bền vững các khu vực ven biển.', 'textbooks': ['Nguyen Danh Thao, Hiroshi Takagi, Miguel Esteban (2014), Coastal Disasters and Climate Change in Vietnam, Elsevier.', 'Herbich, J.B. (2000), Handbook of coastal engineering, McGRAW-HILL.', 'Kamphuis, J.W. (2000), Introduction to coastal engineering and management, World Scientific.', 'US Army Corps of Eng. (2005). Coastal Engineering Manual. Report EM 1110-2-1100.'], 'brief_summary': 'Môn học giới thiệu tổng quan về vùng ven biển, các hệ sinh thái, quan điểm và vấn đề cơ bản trong quản lý vùng ven biển. Nó trang bị kiến thức về các quá trình vật lý, tác động của con người, và các giải pháp kỹ thuật nhằm bảo vệ, quản lý và phát triển bền vững vùng ven biển.'}",CH
CI5245,Cơ kết cấu nâng cao - Advanced Structural Mechanics,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085446&manganh=8580201,"{'knowledge': 'Học viên sẽ được bổ sung các kiến thức nâng cao trong lĩnh vực phân tích kết cấu ngoài miền đàn hồi, bao gồm các phương pháp phân tích từng bước và phương pháp phân tích trực tiếp tải trọng giới hạn (Limit Analysis) áp dụng cho kết cấu làm bằng vật liệu đàn-dẻo lý tưởng. Hiểu được ứng xử của kết cấu làm bằng vật liệu đàn hồi-dẻo có hoặc không kể đến hiện tượng tái bền. Nắm vững cách phân tích đàn-dẻo kết cấu dạng thanh (dàn, dầm, khung, thanh chịu xoắn) bằng các phương pháp truyền thống và hiện đại, cũng như cách xây dựng và giải bài toán Limit Analysis dưới dạng bài toán quy hoạch toán học, áp dụng cho các kết cấu kỹ thuật và bài toán phẳng. Hiểu rõ cơ sở lý thuyết dẻo, lý thuyết chảy dẻo và lý thuyết dẻo theo biến dạng toàn phần, cùng các định lý cơ bản của Limit Analysis (cận dưới, cận trên).', 'skills': 'Học viên sẽ nâng cao kỹ năng phân tích kết cấu đàn hồi và phi đàn hồi bằng các phương pháp truyền thống của Cơ học kết cấu và phương pháp số (như phương pháp ma trận độ cứng, phương pháp PTHH). Có khả năng xây dựng và giải bài toán tìm tải trọng giới hạn dưới dạng bài toán quy hoạch toán học sử dụng MATLAB. Phát triển khả năng tự động hóa tính toán qua các ngôn ngữ lập trình và có khả năng phát triển các phần mềm phân tích kết cấu khác.', 'attitude': 'Không có thông tin', 'textbooks': ['BÙI CÔNG THÀNH 2014. Cơ Kết Cấu nâng cao. Nhà xuất bản Đại học quốc gia TP.HCM, Việt nam.', 'W.F. CHEN & D.J. HAN, 1988. Plasticity for Structural Engineers. Springer-Verlag New York Inc., USA.', 'J. CHAKRABARTY, 1987. Theory of Plasticity. Mc Graw-Hill, Inc., USA.', 'NGUYỄN ĐĂNG HƯNG, 1995. Giáo Trình Cơ Vật Rắn nâng cao – EMMC.', 'W.F. CHEN, I. SOHAL, 1995. Plastic Design and Second-Order Analysis of Steel Frames. Springer-Verlag, Germany.'], 'brief_summary': 'Môn học Cơ Kết Cấu Nâng Cao cung cấp kiến thức chuyên sâu về phân tích kết cấu ngoài miền đàn hồi, tập trung vào phương pháp từng bước và phân tích tải trọng giới hạn (Limit Analysis) cho vật liệu đàn-dẻo. Khóa học trang bị cho học viên kỹ năng phân tích kết cấu bằng cả phương pháp truyền thống và phương pháp số, đồng thời phát triển khả năng lập trình và giải quyết các bài toán kỹ thuật phức tạp bằng quy hoạch toán học.'}",CH
CI5247,Kết cấu bê tông cốt thép nâng cao - Advanced Reinforced Concrete Structures,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085447&manganh=8580201,"{'knowledge': 'Kiến thức chuyên sâu về công trình bê tông cốt thép (BTCT) dựa trên các phương pháp thiết kế mới và tiên tiến; hiểu biết về ứng xử phi đàn hồi của vật liệu và kết cấu BTCT, bao gồm mô hình bê tông bị ép ngang và phân tích mômen-độ cong. Nắm vững phương pháp dẻo phân tích sàn BTCT, mô hình Strut-and-Tie (STM) và chế độ làm việc của kết cấu BTCT chịu uốn, lực dọc trục, lực cắt. Có kiến thức khái quát về phân tích và thiết kế kết cấu BTCT chống động đất.', 'skills': 'Vận dụng các phương pháp thiết kế kết cấu BTCT hiện đại; áp dụng kiến thức về ứng xử phi đàn hồi của vật liệu và cấu kiện BTCT vào thiết kế. Phân tích và thiết kế sàn BTCT bằng phương pháp dẻo; thiết kế theo mô hình Strut-and-Tie (STM). Phân tích, tính toán và thiết kế các cấu kiện BTCT kháng chấn, bao gồm khả năng thực hành thiết kế và mô phỏng kết cấu BTCT.', 'attitude': 'Không có thông tin', 'textbooks': ['ACI Institute, ACI 318M-11 Building Code Requirements for Structural Concrete and Commentary, American Concrete Institute, Farmington Hills, Michigan, 2011.', 'Computers and Structures Inc., SAP2000 v.14, Berkeley, California, 2009.', 'T.C. Schaeffer, Design of Two-Way Slabs, SP 183, American Concrete Institute, Farmington Hills, Michigan, 1999.', 'T. Tjhin; D. Kuchma, CAST-Computer Aided Strut-and-Tie, University of Illinois at Urbana-Champaign, Illinois, 2004.', 'E. Booth; D. Key, Earthquake Design Practice for Buildings, Thomas Telford, 2006.'], 'brief_summary': 'Môn học này cung cấp kiến thức chuyên sâu về công trình bê tông cốt thép (BTCT), tập trung vào các phương pháp thiết kế tiên tiến, ứng xử phi đàn hồi của vật liệu và kết cấu. Sinh viên sẽ học cách phân tích và thiết kế các thành phần kết cấu phức tạp, sàn BTCT bằng phương pháp dẻo, mô hình Strut-and-Tie, cũng như tìm hiểu về phân tích và thiết kế kháng chấn.'}",CH
CI5249,Phương pháp phần tử hữu hạn nâng cao - Advanced Finite Element Method,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085448&manganh=8580201,,CH
CI5251,Động lực học kết cấu nâng cao - Advanced Dynamics of Structures,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085449&manganh=8580201,"{'knowledge': 'Môn học trang bị các kiến thức về lý thuyết động lực học, bao gồm các khái niệm cơ bản, phương pháp phân tích ứng xử của kết cấu chịu tải trọng động và động đất. Học viên sẽ hiểu về quan hệ giữa sơ đồ kết cấu được lý tưởng hóa với các đặc tính động lực học của kết cấu thật, lý thuyết phân tích phản ứng động (gồm hiện tượng vật lý, lời giải giải tích và lời giải số), và cách diễn giải kết quả để hiểu về phản ứng động kết cấu. Nội dung cốt lõi bao gồm các khái niệm mở đầu, phân loại phân tích, giả thiết, phương pháp luận giải quyết bài toán, cách thiết lập phương trình chuyển động, lý thuyết phân tích ứng xử của hệ kết cấu một bậc tự do (tuyến tính và phi tuyến), phân tích hệ nhiều bậc tự do (mô hình hóa, ma trận tính chất, tần số riêng, dạng dao động), và hệ vô hạn bậc tự do (mô hình hóa, phương trình tần số, dao động thanh, phương pháp độ cứng động lực học). Ngoài ra, môn học còn đề cập đến các phương pháp số giải phương trình chuyển động, giảm chấn kết cấu, phân tích đặc trưng tần số của tải trọng, khái niệm phổ phản ứng, tương tác đa môi trường, tải trọng chuyển động, hiện tượng cộng hưởng, vận tốc tới hạn và va đập kết cấu liền kề.', 'skills': 'Sau khi hoàn thành môn học, học viên sẽ có khả năng thực hiện các đề tài nghiên cứu khoa học hoặc thực tiễn trong lĩnh vực động lực học kết cấu. Các kỹ năng cụ thể bao gồm: lựa chọn sơ đồ tính cho các kết cấu công trình xây dựng thực tế và mô hình hóa các nguyên nhân tác dụng động, thiết lập phương trình vi phân chuyển động của hệ, phân tích dao động tự do của hệ một bậc tự do, phân tích ứng xử của hệ một bậc tự do chịu các loại tải trọng như điều hòa, xung, tổng quát, động đất, và phân tích phản ứng động của hệ nhiều bậc tự do.', 'attitude': 'Không có thông tin', 'textbooks': ['Đỗ Kiến Quốc, Lương Văn Hải, Động lực học kết cấu, NXB ĐHQG, 2010.', 'Phạm Đình Ba, Nguyễn Tài Trung, Động lực học công trình, NXB Xây Dựng 2008.', 'Lương Văn Hải, Sách chuyên khảo Phương pháp phần tử chuyển động Lý thuyết và ứng dụng, NXB ĐHQG, 2025.', 'Lương Văn Hải, Kết cấu tấm vỏ, NXB ĐHQG, 2025.', 'Chopra A. K., Dynamics of Structures, Prentice-Hall, 2017, 2012, (2007, 2001, 1995).', 'Clough R. W., Penzien J., Dynamics of Structures, McGraw-Hill, 2003, (1993, 1975).', 'Rao S.S., Mechnical Vibrations, Addison Weslay Publishing Company, 2005, 1990.'], 'brief_summary': 'Môn Động lực học kết cấu nâng cao (CI5251) trang bị cho học viên kiến thức chuyên sâu về lý thuyết và phương pháp phân tích ứng xử của kết cấu chịu tải trọng động và động đất. Khóa học tập trung vào các hệ một, nhiều và vô hạn bậc tự do, cùng với các phương pháp giải tích và số. Mục tiêu là phát triển khả năng nghiên cứu khoa học và giải quyết các bài toán thực tiễn trong lĩnh vực này.'}",CH
CI5253,Kết cấu tấm vỏ - Plate and Shell Structures,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085450&manganh=8580201,,CH
CI5255,Tối ưu hóa kết cấu - Optimization of Structures,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085451&manganh=8580201,"{'knowledge': ['Kiến thức tổng quan và chuyên sâu về tối ưu hóa kết cấu.', 'Các loại thuật toán tối ưu (dùng đạo hàm và không dùng đạo hàm) và các dạng bài toán tối ưu kết cấu.', 'Các thuật toán tối ưu một mục tiêu không dùng đạo hàm (như Differential Evolution, Particle Swarm Optimization, Firefly Algorithm, Cuckoo search algorithm, Grey Wolf Optimizer, Whale Optimization Algorithm).', 'Cách giải quyết ràng buộc trong các bài toán tối ưu.', 'Các thuật toán tối ưu khác và biến thể.', 'Các thuật toán tối ưu đa mục tiêu (như Nondominated Sorting Genetic Algorithm I, II, III).', 'Tối ưu hóa topology.', 'Tối ưu hóa với sự trợ giúp của trí tuệ nhân tạo.', 'Các chủ đề nâng cao liên quan đến tối ưu hóa: tối ưu hóa dựa trên độ tin cậy, chẩn đoán phá hủy kết cấu dựa trên bài toán tối ưu hóa ngược, tối ưu hóa dựa trên mô hình thay thế.'], 'skills': ['Tự xây dựng và áp dụng bài toán tối ưu hóa kết cấu.', 'Cải tiến các thuật toán tối ưu hiện có và phát triển các thuật toán tối ưu mới.', 'Kết hợp các thuật toán tối ưu với trí tuệ nhân tạo.', 'Lập trình và giải các bài toán tối ưu bằng Python.', 'Lập trình phân tích kết cấu bằng phương pháp phần tử hữu hạn (FEM) dùng Python cho hệ dàn và khung 2D, 3D.', 'Tìm kiếm và đọc hiểu các bài báo khoa học liên quan.'], 'attitude': 'Không có thông tin', 'textbooks': ['Xin-She Yang, 2014. Nature-inspired optimization algorithms. The Netherlands: Elsevier Science Publishers B.V, Netherlands.', 'Dan Simon, 2013. Evolutionary optimization algorithms. John Wiley & Sons, USA.', 'Martin Philip Bendsøe, Ole Sigmund, 2004. Topology Optimization: Theory, Methods, and Applications, Springer Berlin Heidelberg, Germany.', 'Jann Kiusalass, 2005. Numerical Method in Engineering with Python, Cambridge University Press, United Kingdom.'], 'brief_summary': 'Môn học Tối ưu hóa Kết cấu trang bị kiến thức tổng quan và chuyên sâu về các thuật toán tối ưu, từ một mục tiêu đến đa mục tiêu, và cách xử lý ràng buộc trong bài toán tối ưu. Sinh viên sẽ được hướng dẫn lập trình và giải các bài toán tối ưu bằng Python, bao gồm cả tối ưu topology và ứng dụng trí tuệ nhân tạo. Mục tiêu là phát triển khả năng xây dựng, cải tiến thuật toán và nghiên cứu các chủ đề nâng cao trong tối ưu hóa kết cấu.'}",CH
CI5259,Cơ học vật rắn biến dạng - Solid Mechanics,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085453&manganh=8580201,"{'knowledge': 'Người học sẽ nắm vững các lý thuyết cơ bản và nâng cao của Cơ học vật rắn biến dạng, bao gồm cơ sở toán học và phân tích tensor; định nghĩa về ứng suất (phương trình cân bằng, biến đổi, ứng suất chính) và biến dạng (quan hệ biến dạng-chuyển vị, biến dạng cực nhỏ, phương trình tương thích, biến đổi, biến dạng chính); quan hệ ứng suất-biến dạng (tính siêu đàn hồi, định luật Hooke, tính đối xứng vật liệu); công thức hóa các bài toán giá trị biên đàn hồi tuyến tính (phương trình Navier, Beltrami-Michell); nguyên lý năng lượng, tính duy nhất của trạng thái đàn hồi; bài toán St. Venant; các bài toán phẳng đàn hồi tuyến tính (phương pháp hàm ứng suất); và các bài toán đối xứng trục, phản đối xứng.', 'skills': 'Người học sẽ có khả năng phân tích và áp dụng các kiến thức toán học, giải tích vector và tensor để mô tả trạng thái ứng suất – biến dạng trong vật rắn đàn hồi; vận dụng các nguyên lý cơ học vật rắn để thiết lập và giải các bài toán đàn hồi cơ bản (ứng suất phẳng, biến dạng phẳng, St. Venant, đối xứng trục); thiết lập phương trình Navier, Beltrami–Mitchell và áp dụng nguyên lý năng lượng để giải bài toán đàn hồi tuyến tính. Ngoài ra, người học còn phát triển kỹ năng làm việc nhóm để thực hiện bài tập lớn, đề xuất và bảo vệ mô hình hoặc giải pháp kỹ thuật.', 'attitude': 'Môn học giúp người học phát triển tinh thần hợp tác và tự chủ trong nghiên cứu hoặc ứng dụng kỹ thuật; thể hiện trách nhiệm trong việc phối hợp nhóm để hoàn thiện báo cáo, trình bày và bảo vệ kết quả phân tích ứng xử đàn hồi.', 'textbooks': ['Ragab, A.-R. A. F. and Bayoumi, S. E. A., Engineering Solid Mechanics Fundamentals and Applications, CRC Press LLC, 1999.', 'Timoshenko, S. and Goodier, J., Theory of Elasticity, McGraw Hill, 3rd Edition, McGraw-Hill, New York, 1987.', 'Karasudhi, P., Foundation of Solid Mechanics, Kluwer Academic Publisher, 1991.', 'Rungamornrat, J., Lecture notes in Advanced Solid Mechanics, Part 1: Plane Problems for Linear Elasticity, 2016.', 'Senjuntichai, T., Lecture notes in Advanced Solid Mechanics, Part 2: Problems in 3D Linear Elasticity, 2016.', 'Lecture notes in Solid Mechanics'], 'brief_summary': 'Môn học cung cấp các kiến thức cơ bản và nâng cao về cơ học vật rắn biến dạng, tập trung vào việc xây dựng phương trình chủ đạo và phân tích ứng xử của vật thể rắn đàn hồi dưới tác dụng của lực bên ngoài. Nội dung bao gồm các khái niệm về ứng suất, biến dạng, quan hệ vật liệu và các phương pháp giải bài toán đàn hồi tuyến tính.'}",CH
CI5261,Độ tin cậy kết cấu - Reliability of structures,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085454&manganh=8580201,"{'knowledge': 'Môn học cung cấp cơ sở về toán xác suất thống kê, bao gồm các khái niệm về biến ngẫu nhiên, hàm ngẫu nhiên, các hàm phân bố xác suất và phân tích dữ liệu bằng thống kê. Học viên sẽ nắm vững các kỹ thuật mô phỏng tạo mẫu ngẫu nhiên như Monte Carlo, Latin Hypercube và Rosenblueth. Nội dung còn bao gồm các phương pháp đánh giá độ tin cậy của kết cấu, hàm trạng thái giới hạn, chỉ mục độ tin cậy (FORM, SORM), các mô hình ngẫu nhiên của tải và kháng tải, cũng như độ tin cậy của các hệ kết cấu (nối tiếp, song song, hỗn hợp).', 'skills': 'Học viên sẽ có khả năng phân tích và đánh giá độ tin cậy (xác suất an toàn) của kết cấu, xác định được xác suất ứng xử kết cấu vượt quá mức giới hạn cho phép. Đồng thời, học viên sẽ được trang bị kỹ năng lập trình bằng Matlab để phân tích và đánh giá độ tin cậy kết cấu, cùng với khả năng áp dụng kiến thức để thực hiện các đề tài nghiên cứu thực tiễn hoặc làm luận án thạc sĩ, tiến sĩ.', 'attitude': 'Không có thông tin', 'textbooks': ['Andrzej S. Nowak, Kevin Collins, Reliability of Structures, McGraw-Hill Companies, 2000.', 'Jorg Schneider, Introduction to safety and reliability of structures, 2006.', 'Kailash C. Kapur. Reliability Engineering. John Wiley & Sons, Inc., 2014.', 'Patrick D. T. O’Connor, Andre Kleyner. Practical Reliability Engineering. John Wiley & Sons, Inc., 2012.', 'Alessandro Birolini. Reliability Engineering – Theory and Practice. Springer, 2014.'], 'brief_summary': 'Môn Độ tin cậy kết cấu cung cấp cho học viên các cơ sở về toán xác suất thống kê và phương pháp phân tích độ tin cậy để đánh giá sự dao động ngẫu nhiên của các yếu tố không chắc chắn trong thiết kế. Khóa học giúp học viên xác định xác suất ứng xử kết cấu vượt quá mức giới hạn cho phép và trang bị kiến thức cần thiết để thực hiện các đề tài nghiên cứu chuyên sâu.'}",CH
CI5263,Phương pháp số - Numerical Methods,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085455&manganh=8580201,"{'knowledge': 'Sinh viên sẽ nắm vững các phương pháp số cơ bản và nâng cao thường dùng trong cơ học tính toán. Kiến thức bao gồm các nền tảng toán học như đại số tuyến tính, phương trình vi phân và khai triển chuỗi Taylor; các phương pháp giải hệ phương trình đại số tuyến tính và phi tuyến; bài toán trị riêng; nội suy và hồi quy; đạo hàm và tích phân số; các bài toán giá trị ban đầu và giá trị biên; cùng với các kỹ thuật liên quan đến hệ phương trình động lực học và tối ưu.', 'skills': 'Sinh viên sẽ có khả năng vận dụng các phương pháp số phù hợp để giải quyết các bài toán cụ thể trong cơ học tính toán. Ngoài ra, sinh viên sẽ được rèn luyện kỹ năng lập trình để giải quyết các vấn đề cụ thể sử dụng ngôn ngữ Python hoặc Matlab, và có thể áp dụng các phương pháp số nâng cao vào các tình huống phức tạp.', 'attitude': 'Không có thông tin', 'textbooks': ['Jann Kiusalass, 2005. Numerical Method in Engineering with Python, Cambridge University Press, United Kingdom.', 'Amos Gilat and Vish Subramaniam, 2014. Numerical Methods for Engineers and Scientists: An Introduction with Applications using MATLAB. Third Edition, Don Fowley, USA.', 'Jamshid Ghaboussi and Xiping Steven Wu, 2017. Numerical Methods in Computational Mechanics. CRC Press, USA.'], 'brief_summary': 'Môn học này trang bị cho học viên các phương pháp số phổ biến và nâng cao được ứng dụng rộng rãi trong cơ học tính toán. Sinh viên sẽ học cách nắm vững và vận dụng các phương pháp này để giải quyết các bài toán cụ thể, đồng thời thực hành lập trình bằng Python hoặc Matlab.'}",CH
CI5265,Khảo sát và nghiên cứu thực nghiệm công trình - Experimental methods in structural engineering,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=085456&manganh=8580201,"{'knowledge': 'Môn học giới thiệu kiến thức tổng quát về các phương pháp khảo sát, quan trắc và nghiên cứu thực nghiệm công trình. Sinh viên sẽ nắm vững các khái niệm về nghiên cứu thực nghiệm, thiết kế mô hình thí nghiệm, các phương pháp khảo sát và đánh giá chất lượng vật liệu, cũng như nghiên cứu thực nghiệm công trình chịu tải tĩnh và động. Các chủ đề cụ thể bao gồm mô hình hóa kết cấu và tính tương tự, hệ thống tải trọng và phương pháp đo tải, thiết bị và phương pháp đo biến dạng (góc xoay, độ cong, chuyển vị, biến dạng), và các phương pháp thí nghiệm kết cấu tĩnh và động.', 'skills': 'Sinh viên sẽ được cung cấp kỹ năng thực hành các khảo sát cơ bản trên cấu kiện kích thước vừa và nhỏ. Sau khóa học, sinh viên có khả năng xây dựng một chương trình nghiên cứu thực nghiệm, mô hình hóa kết cấu thực tế bằng phương pháp thực nghiệm để đánh giá và kiểm tra ứng xử của kết cấu, đồng thời vận dụng kiến thức vào phân tích và giải thích kết quả của một cuộc điều tra thử nghiệm.', 'attitude': 'Sinh viên được khuyến khích phát triển tư duy phê phán và tỉ mỉ thông qua việc đọc kỹ giáo trình và thảo luận chi tiết, phê bình về công việc thí nghiệm trong nhóm.', 'textbooks': ['Võ Văn Thảo, Phương Pháp Khảo Sát - Nghiên Cứu Thực Nghiệm Công Trình, NXB Khoa Học Kỹ Thuật, Hà Nội, 2001.', 'A.M. Reinhorn, CIE616 Experimental Methods in Structural Engineering, Lecture Notes, Buffalo University, New York, 2004.', 'John H. Bungey & Stephen G. Millard, Michael G. Grantham, Testing of Concrete in Structures, 4th Ed., Taylor and Francis, 2006.', 'ISIS Canada, An Introduction to Structural Health Monitoring, Educational Module 5, 2004.', 'Kyowa Electronic Instruments Co., How Strain Gages Work, Technical Information, 2006.'], 'brief_summary': 'Môn học ""Khảo sát và Nghiên cứu Thực nghiệm Công trình"" trang bị cho học viên kiến thức tổng quát về các nguyên tắc và kỹ thuật thực nghiệm phổ biến trong kỹ thuật xây dựng. Nội dung bao gồm khái niệm nghiên cứu thực nghiệm, thiết kế mô hình, phương pháp đo tải trọng và biến dạng, cũng như thí nghiệm công trình chịu tải tĩnh và động. Khóa học còn phát triển kỹ năng thực hành khảo sát cơ bản và khả năng phân tích kết quả thử nghiệm trên các cấu kiện kích thước vừa và nhỏ.'}",CH
